NR_SECAO;NM_LOCAL_VOTACAO
151;COLÉGIO PLINIO PEREIRA
214;ESCOLA ESTADUAL KLEBER PACHECO
231;PRÉDIO MUNICIPAL RECANTO VERDE
131;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
224;PRÉDIO MUNICIPAL MENINO JESUS DE PRAGA
253;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
212;ESCOLA ESTADUAL KLEBER PACHECO
179;ESCOLA ODILARDO U. RODRIGUES
150;COLÉGIO ESTADUAL GERHARD MEYER SUERDIECK
195;ESCOLA PE. JULIAN EDWARD JOSEF CLAES
126;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
200;ESCOLA PE. JULIAN EDWARD JOSEF CLAES
222;ESCOLA PRÉDIO MUNICIPAL NOSSA SENHORA DA PIEDADE
243;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
212;ESCOLA ESTADUAL KLEBER PACHECO
226;PRÉDIO MUNICIPAL CLERISTON ANDRADE
224;PRÉDIO MUNICIPAL MENINO JESUS DE PRAGA
212;ESCOLA ESTADUAL KLEBER PACHECO
197;ESCOLA PE. JULIAN EDWARD JOSEF CLAES
219;PRÉDIO MUNICIPAL CLERALDO ANDRADE
190;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
168;COLÉGIO POLIVALENTE DE MARAGOGIPE
218;PRÉDIO MUNICIPAL CLERALDO ANDRADE
236;PRÉDIO ESCOLAR MONSENHOR FLORISVALDO JOSÉ DE SOUZA
126;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
192;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
192;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
205;PRÉDIO MUNICIPAL DESEMBARGADOR OSCAR DANTAS
134;PRÉDIO ESCOLAR PROFA. ADJOVITA MARQUES
200;ESCOLA PE. JULIAN EDWARD JOSEF CLAES
185;PRÉDIO MUNICIPAL ANTÔNIO OTÍLIO DE ANDRADE
205;PRÉDIO MUNICIPAL DESEMBARGADOR OSCAR DANTAS
145;COLÉGIO ESTADUAL GERHARD MEYER SUERDIECK
220;ESCOLA PRÉDIO MUNICIPAL NOSSA SENHORA DA PIEDADE
252;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
145;COLÉGIO ESTADUAL GERHARD MEYER SUERDIECK
257;PRÉDIO MUNICIPAL CAMARÃO
145;COLÉGIO ESTADUAL GERHARD MEYER SUERDIECK
187;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
247;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
252;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
164;COLÉGIO POLIVALENTE DE MARAGOGIPE
162;COLÉGIO POLIVALENTE DE MARAGOGIPE
167;COLÉGIO POLIVALENTE DE MARAGOGIPE
182;ESCOLA ODILARDO U. RODRIGUES
210;ESCOLA ESTADUAL KLEBER PACHECO
184;PRÉDIO MUNICIPAL ANTÔNIO OTÍLIO DE ANDRADE
251;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
205;PRÉDIO MUNICIPAL DESEMBARGADOR OSCAR DANTAS
233;ESCOLA MUNICIPAL SILVIO V. MELO
222;ESCOLA PRÉDIO MUNICIPAL NOSSA SENHORA DA PIEDADE
232;PRÉDIO MUNICIPAL LUÍS DA FRANÇA PIEDADE
244;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
207;ESCOLA MUNICIPAL MÁRIO GORDILHO PEDREIRA
146;COLÉGIO ESTADUAL GERHARD MEYER SUERDIECK
156;COLÉGIO PLINIO PEREIRA
155;COLÉGIO PLINIO PEREIRA
225;PRÉDIO MUNICIPAL MENINO JESUS DE PRAGA
167;COLÉGIO POLIVALENTE DE MARAGOGIPE
190;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
221;ESCOLA PRÉDIO MUNICIPAL NOSSA SENHORA DA PIEDADE
167;COLÉGIO POLIVALENTE DE MARAGOGIPE
190;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
236;PRÉDIO ESCOLAR MONSENHOR FLORISVALDO JOSÉ DE SOUZA
175;COLÉGIO CATARINA PARAGUAÇU
228;ESCOLA MUNICIPAL MENELEU BATISTA SOARES
205;PRÉDIO MUNICIPAL DESEMBARGADOR OSCAR DANTAS
208;ESCOLA MUNICIPAL MÁRIO GORDILHO PEDREIRA
250;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
134;PRÉDIO ESCOLAR PROFA. ADJOVITA MARQUES
151;COLÉGIO PLINIO PEREIRA
215;ESCOLA ESTADUAL KLEBER PACHECO
152;COLÉGIO PLINIO PEREIRA
268;COLÉGIO CATARINA PARAGUAÇU
160;PRÉDIO ESCOLAR HILDÉRICO PINHEIRO DE OLIVEIRA
151;COLÉGIO PLINIO PEREIRA
199;ESCOLA PE. JULIAN EDWARD JOSEF CLAES
210;ESCOLA ESTADUAL KLEBER PACHECO
236;PRÉDIO ESCOLAR MONSENHOR FLORISVALDO JOSÉ DE SOUZA
146;COLÉGIO ESTADUAL GERHARD MEYER SUERDIECK
197;ESCOLA PE. JULIAN EDWARD JOSEF CLAES
135;PRÉDIO ESCOLAR PROFA. ADJOVITA MARQUES
232;PRÉDIO MUNICIPAL LUÍS DA FRANÇA PIEDADE
143;PRÉDIO ESCOLAR ANTÔNIO REBOUÇAS
158;PRÉDIO ESCOLAR HILDÉRICO PINHEIRO DE OLIVEIRA
200;ESCOLA PE. JULIAN EDWARD JOSEF CLAES
225;PRÉDIO MUNICIPAL MENINO JESUS DE PRAGA
222;ESCOLA PRÉDIO MUNICIPAL NOSSA SENHORA DA PIEDADE
261;ESCOLA MUNICIPAL RUBEN GUERRA ARMEDE
135;PRÉDIO ESCOLAR PROFA. ADJOVITA MARQUES
196;ESCOLA PE. JULIAN EDWARD JOSEF CLAES
177;COLÉGIO CATARINA PARAGUAÇU
146;COLÉGIO ESTADUAL GERHARD MEYER SUERDIECK
163;COLÉGIO POLIVALENTE DE MARAGOGIPE
162;COLÉGIO POLIVALENTE DE MARAGOGIPE
171;COLÉGIO POLIVALENTE DE MARAGOGIPE
253;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
216;PRÉDIO MUNICIPAL CLERALDO ANDRADE
222;ESCOLA PRÉDIO MUNICIPAL NOSSA SENHORA DA PIEDADE
199;ESCOLA PE. JULIAN EDWARD JOSEF CLAES
214;ESCOLA ESTADUAL KLEBER PACHECO
186;PRÉDIO MUNICIPAL ANTÔNIO OTÍLIO DE ANDRADE
222;ESCOLA PRÉDIO MUNICIPAL NOSSA SENHORA DA PIEDADE
215;ESCOLA ESTADUAL KLEBER PACHECO
148;COLÉGIO ESTADUAL GERHARD MEYER SUERDIECK
259;ESCOLA MUNICIPAL SÃO JOSÉ
213;ESCOLA ESTADUAL KLEBER PACHECO
165;COLÉGIO POLIVALENTE DE MARAGOGIPE
217;PRÉDIO MUNICIPAL CLERALDO ANDRADE
200;ESCOLA PE. JULIAN EDWARD JOSEF CLAES
193;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
236;PRÉDIO ESCOLAR MONSENHOR FLORISVALDO JOSÉ DE SOUZA
141;PRÉDIO ESCOLAR ANTÔNIO REBOUÇAS
247;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
251;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
145;COLÉGIO ESTADUAL GERHARD MEYER SUERDIECK
143;PRÉDIO ESCOLAR ANTÔNIO REBOUÇAS
144;PRÉDIO ESCOLAR ANTÔNIO REBOUÇAS
231;PRÉDIO MUNICIPAL RECANTO VERDE
253;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
210;ESCOLA ESTADUAL KLEBER PACHECO
143;PRÉDIO ESCOLAR ANTÔNIO REBOUÇAS
212;ESCOLA ESTADUAL KLEBER PACHECO
219;PRÉDIO MUNICIPAL CLERALDO ANDRADE
140;PRÉDIO ESCOLAR ANTÔNIO REBOUÇAS
224;PRÉDIO MUNICIPAL MENINO JESUS DE PRAGA
225;PRÉDIO MUNICIPAL MENINO JESUS DE PRAGA
261;ESCOLA MUNICIPAL RUBEN GUERRA ARMEDE
140;PRÉDIO ESCOLAR ANTÔNIO REBOUÇAS
240;PRÉDIO MUNICIPAL SENHOR DO BONFIM
143;PRÉDIO ESCOLAR ANTÔNIO REBOUÇAS
151;COLÉGIO PLINIO PEREIRA
177;COLÉGIO CATARINA PARAGUAÇU
140;PRÉDIO ESCOLAR ANTÔNIO REBOUÇAS
229;PRÉDIO MUNICIPAL CORAÇÃO DE JESUS
205;PRÉDIO MUNICIPAL DESEMBARGADOR OSCAR DANTAS
239;PRÉDIO MUNICIPAL NOVA ESPERANÇA
245;ASSOCIAÇÃO RURAL NOVA ESPERANÇA
264;ESCOLA ESTADUAL KLEBER PACHECO
131;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
213;ESCOLA ESTADUAL KLEBER PACHECO
144;PRÉDIO ESCOLAR ANTÔNIO REBOUÇAS
133;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
139;PRÉDIO ESCOLAR ANTÔNIO REBOUÇAS
169;COLÉGIO POLIVALENTE DE MARAGOGIPE
140;PRÉDIO ESCOLAR ANTÔNIO REBOUÇAS
239;PRÉDIO MUNICIPAL NOVA ESPERANÇA
163;COLÉGIO POLIVALENTE DE MARAGOGIPE
237;ASSOCIAÇÃO DOS MORADORES DO CRUZEIRO
151;COLÉGIO PLINIO PEREIRA
148;COLÉGIO ESTADUAL GERHARD MEYER SUERDIECK
168;COLÉGIO POLIVALENTE DE MARAGOGIPE
166;COLÉGIO POLIVALENTE DE MARAGOGIPE
251;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
204;PRÉDIO MUNICIPAL DESEMBARGADOR OSCAR DANTAS
134;PRÉDIO ESCOLAR PROFA. ADJOVITA MARQUES
208;ESCOLA MUNICIPAL MÁRIO GORDILHO PEDREIRA
186;PRÉDIO MUNICIPAL ANTÔNIO OTÍLIO DE ANDRADE
218;PRÉDIO MUNICIPAL CLERALDO ANDRADE
174;COLÉGIO CATARINA PARAGUAÇU
133;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
246;ESCOLA MUNICIPAL GETÚLIO VARGAS
229;PRÉDIO MUNICIPAL CORAÇÃO DE JESUS
174;COLÉGIO CATARINA PARAGUAÇU
191;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
204;PRÉDIO MUNICIPAL DESEMBARGADOR OSCAR DANTAS
215;ESCOLA ESTADUAL KLEBER PACHECO
126;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
137;MERCADO MUNICIPAL ALEXANDRE A. PEIXOTO
230;PRÉDIO MUNICIPAL RECANTO VERDE
187;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
138;MERCADO MUNICIPAL ALEXANDRE A. PEIXOTO
207;ESCOLA MUNICIPAL MÁRIO GORDILHO PEDREIRA
156;COLÉGIO PLINIO PEREIRA
145;COLÉGIO ESTADUAL GERHARD MEYER SUERDIECK
185;PRÉDIO MUNICIPAL ANTÔNIO OTÍLIO DE ANDRADE
219;PRÉDIO MUNICIPAL CLERALDO ANDRADE
184;PRÉDIO MUNICIPAL ANTÔNIO OTÍLIO DE ANDRADE
205;PRÉDIO MUNICIPAL DESEMBARGADOR OSCAR DANTAS
162;COLÉGIO POLIVALENTE DE MARAGOGIPE
177;COLÉGIO CATARINA PARAGUAÇU
229;PRÉDIO MUNICIPAL CORAÇÃO DE JESUS
186;PRÉDIO MUNICIPAL ANTÔNIO OTÍLIO DE ANDRADE
128;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
250;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
215;ESCOLA ESTADUAL KLEBER PACHECO
191;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
137;MERCADO MUNICIPAL ALEXANDRE A. PEIXOTO
177;COLÉGIO CATARINA PARAGUAÇU
250;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
233;ESCOLA MUNICIPAL SILVIO V. MELO
229;PRÉDIO MUNICIPAL CORAÇÃO DE JESUS
257;PRÉDIO MUNICIPAL CAMARÃO
152;COLÉGIO PLINIO PEREIRA
198;ESCOLA PE. JULIAN EDWARD JOSEF CLAES
161;PRÉDIO ESCOLAR HILDÉRICO PINHEIRO DE OLIVEIRA
230;PRÉDIO MUNICIPAL RECANTO VERDE
161;PRÉDIO ESCOLAR HILDÉRICO PINHEIRO DE OLIVEIRA
150;COLÉGIO ESTADUAL GERHARD MEYER SUERDIECK
127;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
177;COLÉGIO CATARINA PARAGUAÇU
208;ESCOLA MUNICIPAL MÁRIO GORDILHO PEDREIRA
262;ESCOLA MUNICIPAL O BOM PASTOR
158;PRÉDIO ESCOLAR HILDÉRICO PINHEIRO DE OLIVEIRA
167;COLÉGIO POLIVALENTE DE MARAGOGIPE
237;ASSOCIAÇÃO DOS MORADORES DO CRUZEIRO
131;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
252;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
237;ASSOCIAÇÃO DOS MORADORES DO CRUZEIRO
182;ESCOLA ODILARDO U. RODRIGUES
186;PRÉDIO MUNICIPAL ANTÔNIO OTÍLIO DE ANDRADE
183;ESCOLA ODILARDO U. RODRIGUES
164;COLÉGIO POLIVALENTE DE MARAGOGIPE
250;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
190;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
220;ESCOLA PRÉDIO MUNICIPAL NOSSA SENHORA DA PIEDADE
243;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
158;PRÉDIO ESCOLAR HILDÉRICO PINHEIRO DE OLIVEIRA
145;COLÉGIO ESTADUAL GERHARD MEYER SUERDIECK
205;PRÉDIO MUNICIPAL DESEMBARGADOR OSCAR DANTAS
126;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
225;PRÉDIO MUNICIPAL MENINO JESUS DE PRAGA
154;COLÉGIO PLINIO PEREIRA
192;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
177;COLÉGIO CATARINA PARAGUAÇU
129;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
212;ESCOLA ESTADUAL KLEBER PACHECO
211;ESCOLA ESTADUAL KLEBER PACHECO
239;PRÉDIO MUNICIPAL NOVA ESPERANÇA
151;COLÉGIO PLINIO PEREIRA
148;COLÉGIO ESTADUAL GERHARD MEYER SUERDIECK
131;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
226;PRÉDIO MUNICIPAL CLERISTON ANDRADE
177;COLÉGIO CATARINA PARAGUAÇU
170;COLÉGIO POLIVALENTE DE MARAGOGIPE
193;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
212;ESCOLA ESTADUAL KLEBER PACHECO
165;COLÉGIO POLIVALENTE DE MARAGOGIPE
252;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
206;ESCOLA MUNICIPAL MÁRIO GORDILHO PEDREIRA
127;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
251;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
128;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
141;PRÉDIO ESCOLAR ANTÔNIO REBOUÇAS
138;MERCADO MUNICIPAL ALEXANDRE A. PEIXOTO
240;PRÉDIO MUNICIPAL SENHOR DO BONFIM
213;ESCOLA ESTADUAL KLEBER PACHECO
128;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
196;ESCOLA PE. JULIAN EDWARD JOSEF CLAES
148;COLÉGIO ESTADUAL GERHARD MEYER SUERDIECK
129;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
151;COLÉGIO PLINIO PEREIRA
161;PRÉDIO ESCOLAR HILDÉRICO PINHEIRO DE OLIVEIRA
238;PREDIO MUNICIPAL SÃO ROQUE
140;PRÉDIO ESCOLAR ANTÔNIO REBOUÇAS
165;COLÉGIO POLIVALENTE DE MARAGOGIPE
217;PRÉDIO MUNICIPAL CLERALDO ANDRADE
148;COLÉGIO ESTADUAL GERHARD MEYER SUERDIECK
259;ESCOLA MUNICIPAL SÃO JOSÉ
215;ESCOLA ESTADUAL KLEBER PACHECO
237;ASSOCIAÇÃO DOS MORADORES DO CRUZEIRO
231;PRÉDIO MUNICIPAL RECANTO VERDE
218;PRÉDIO MUNICIPAL CLERALDO ANDRADE
236;PRÉDIO ESCOLAR MONSENHOR FLORISVALDO JOSÉ DE SOUZA
148;COLÉGIO ESTADUAL GERHARD MEYER SUERDIECK
235;PRÉDIO ESCOLAR MONSENHOR FLORISVALDO JOSÉ DE SOUZA
228;ESCOLA MUNICIPAL MENELEU BATISTA SOARES
149;COLÉGIO ESTADUAL GERHARD MEYER SUERDIECK
243;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
140;PRÉDIO ESCOLAR ANTÔNIO REBOUÇAS
166;COLÉGIO POLIVALENTE DE MARAGOGIPE
247;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
137;MERCADO MUNICIPAL ALEXANDRE A. PEIXOTO
259;ESCOLA MUNICIPAL SÃO JOSÉ
139;PRÉDIO ESCOLAR ANTÔNIO REBOUÇAS
237;ASSOCIAÇÃO DOS MORADORES DO CRUZEIRO
259;ESCOLA MUNICIPAL SÃO JOSÉ
220;ESCOLA PRÉDIO MUNICIPAL NOSSA SENHORA DA PIEDADE
159;PRÉDIO ESCOLAR HILDÉRICO PINHEIRO DE OLIVEIRA
246;ESCOLA MUNICIPAL GETÚLIO VARGAS
174;COLÉGIO CATARINA PARAGUAÇU
205;PRÉDIO MUNICIPAL DESEMBARGADOR OSCAR DANTAS
159;PRÉDIO ESCOLAR HILDÉRICO PINHEIRO DE OLIVEIRA
149;COLÉGIO ESTADUAL GERHARD MEYER SUERDIECK
268;COLÉGIO CATARINA PARAGUAÇU
268;COLÉGIO CATARINA PARAGUAÇU
245;ASSOCIAÇÃO RURAL NOVA ESPERANÇA
164;COLÉGIO POLIVALENTE DE MARAGOGIPE
206;ESCOLA MUNICIPAL MÁRIO GORDILHO PEDREIRA
168;COLÉGIO POLIVALENTE DE MARAGOGIPE
264;ESCOLA ESTADUAL KLEBER PACHECO
232;PRÉDIO MUNICIPAL LUÍS DA FRANÇA PIEDADE
160;PRÉDIO ESCOLAR HILDÉRICO PINHEIRO DE OLIVEIRA
184;PRÉDIO MUNICIPAL ANTÔNIO OTÍLIO DE ANDRADE
151;COLÉGIO PLINIO PEREIRA
144;PRÉDIO ESCOLAR ANTÔNIO REBOUÇAS
237;ASSOCIAÇÃO DOS MORADORES DO CRUZEIRO
164;COLÉGIO POLIVALENTE DE MARAGOGIPE
241;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
243;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
230;PRÉDIO MUNICIPAL RECANTO VERDE
186;PRÉDIO MUNICIPAL ANTÔNIO OTÍLIO DE ANDRADE
165;COLÉGIO POLIVALENTE DE MARAGOGIPE
198;ESCOLA PE. JULIAN EDWARD JOSEF CLAES
212;ESCOLA ESTADUAL KLEBER PACHECO
222;ESCOLA PRÉDIO MUNICIPAL NOSSA SENHORA DA PIEDADE
218;PRÉDIO MUNICIPAL CLERALDO ANDRADE
216;PRÉDIO MUNICIPAL CLERALDO ANDRADE
237;ASSOCIAÇÃO DOS MORADORES DO CRUZEIRO
228;ESCOLA MUNICIPAL MENELEU BATISTA SOARES
177;COLÉGIO CATARINA PARAGUAÇU
148;COLÉGIO ESTADUAL GERHARD MEYER SUERDIECK
149;COLÉGIO ESTADUAL GERHARD MEYER SUERDIECK
206;ESCOLA MUNICIPAL MÁRIO GORDILHO PEDREIRA
149;COLÉGIO ESTADUAL GERHARD MEYER SUERDIECK
162;COLÉGIO POLIVALENTE DE MARAGOGIPE
222;ESCOLA PRÉDIO MUNICIPAL NOSSA SENHORA DA PIEDADE
141;PRÉDIO ESCOLAR ANTÔNIO REBOUÇAS
223;ESCOLA PRÉDIO MUNICIPAL NOSSA SENHORA DA PIEDADE
257;PRÉDIO MUNICIPAL CAMARÃO
259;ESCOLA MUNICIPAL SÃO JOSÉ
219;PRÉDIO MUNICIPAL CLERALDO ANDRADE
126;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
160;PRÉDIO ESCOLAR HILDÉRICO PINHEIRO DE OLIVEIRA
225;PRÉDIO MUNICIPAL MENINO JESUS DE PRAGA
215;ESCOLA ESTADUAL KLEBER PACHECO
217;PRÉDIO MUNICIPAL CLERALDO ANDRADE
221;ESCOLA PRÉDIO MUNICIPAL NOSSA SENHORA DA PIEDADE
169;COLÉGIO POLIVALENTE DE MARAGOGIPE
237;ASSOCIAÇÃO DOS MORADORES DO CRUZEIRO
136;PRÉDIO ESCOLAR PROFA. ADJOVITA MARQUES
159;PRÉDIO ESCOLAR HILDÉRICO PINHEIRO DE OLIVEIRA
264;ESCOLA ESTADUAL KLEBER PACHECO
154;COLÉGIO PLINIO PEREIRA
177;COLÉGIO CATARINA PARAGUAÇU
150;COLÉGIO ESTADUAL GERHARD MEYER SUERDIECK
237;ASSOCIAÇÃO DOS MORADORES DO CRUZEIRO
246;ESCOLA MUNICIPAL GETÚLIO VARGAS
179;ESCOLA ODILARDO U. RODRIGUES
259;ESCOLA MUNICIPAL SÃO JOSÉ
224;PRÉDIO MUNICIPAL MENINO JESUS DE PRAGA
239;PRÉDIO MUNICIPAL NOVA ESPERANÇA
216;PRÉDIO MUNICIPAL CLERALDO ANDRADE
137;MERCADO MUNICIPAL ALEXANDRE A. PEIXOTO
252;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
154;COLÉGIO PLINIO PEREIRA
235;PRÉDIO ESCOLAR MONSENHOR FLORISVALDO JOSÉ DE SOUZA
170;COLÉGIO POLIVALENTE DE MARAGOGIPE
262;ESCOLA MUNICIPAL O BOM PASTOR
235;PRÉDIO ESCOLAR MONSENHOR FLORISVALDO JOSÉ DE SOUZA
149;COLÉGIO ESTADUAL GERHARD MEYER SUERDIECK
218;PRÉDIO MUNICIPAL CLERALDO ANDRADE
149;COLÉGIO ESTADUAL GERHARD MEYER SUERDIECK
131;ESCOLA ESTADUAL LUÍS EDUARDO MAGALHÃES
235;PRÉDIO ESCOLAR MONSENHOR FLORISVALDO JOSÉ DE SOUZA
227;PRÉDIO MUNICIPAL CLERISTON ANDRADE
262;ESCOLA MUNICIPAL O BOM PASTOR
244;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
244;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
166;COLÉGIO POLIVALENTE DE MARAGOGIPE
142;PRÉDIO ESCOLAR ANTÔNIO REBOUÇAS
167;COLÉGIO POLIVALENTE DE MARAGOGIPE
223;ESCOLA PRÉDIO MUNICIPAL NOSSA SENHORA DA PIEDADE
154;COLÉGIO PLINIO PEREIRA
257;PRÉDIO MUNICIPAL CAMARÃO
162;COLÉGIO POLIVALENTE DE MARAGOGIPE
231;PRÉDIO MUNICIPAL RECANTO VERDE
224;PRÉDIO MUNICIPAL MENINO JESUS DE PRAGA
152;COLÉGIO PLINIO PEREIRA
150;COLÉGIO ESTADUAL GERHARD MEYER SUERDIECK
205;PRÉDIO MUNICIPAL DESEMBARGADOR OSCAR DANTAS
165;COLÉGIO POLIVALENTE DE MARAGOGIPE
169;COLÉGIO POLIVALENTE DE MARAGOGIPE
135;PRÉDIO ESCOLAR PROFA. ADJOVITA MARQUES
216;PRÉDIO MUNICIPAL CLERALDO ANDRADE
150;COLÉGIO ESTADUAL GERHARD MEYER SUERDIECK
191;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
257;PRÉDIO MUNICIPAL CAMARÃO
241;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
218;PRÉDIO MUNICIPAL CLERALDO ANDRADE
232;PRÉDIO MUNICIPAL LUÍS DA FRANÇA PIEDADE
170;COLÉGIO POLIVALENTE DE MARAGOGIPE
237;ASSOCIAÇÃO DOS MORADORES DO CRUZEIRO
195;ESCOLA PE. JULIAN EDWARD JOSEF CLAES
139;PRÉDIO ESCOLAR ANTÔNIO REBOUÇAS
235;PRÉDIO ESCOLAR MONSENHOR FLORISVALDO JOSÉ DE SOUZA
171;COLÉGIO POLIVALENTE DE MARAGOGIPE
208;ESCOLA MUNICIPAL MÁRIO GORDILHO PEDREIRA
229;PRÉDIO MUNICIPAL CORAÇÃO DE JESUS
224;PRÉDIO MUNICIPAL MENINO JESUS DE PRAGA
171;COLÉGIO POLIVALENTE DE MARAGOGIPE
144;PRÉDIO ESCOLAR ANTÔNIO REBOUÇAS
221;ESCOLA PRÉDIO MUNICIPAL NOSSA SENHORA DA PIEDADE
149;COLÉGIO ESTADUAL GERHARD MEYER SUERDIECK
159;PRÉDIO ESCOLAR HILDÉRICO PINHEIRO DE OLIVEIRA
257;PRÉDIO MUNICIPAL CAMARÃO
257;PRÉDIO MUNICIPAL CAMARÃO
150;COLÉGIO ESTADUAL GERHARD MEYER SUERDIECK
225;PRÉDIO MUNICIPAL MENINO JESUS DE PRAGA
254;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
196;ESCOLA PE. JULIAN EDWARD JOSEF CLAES
212;ESCOLA ESTADUAL KLEBER PACHECO
219;PRÉDIO MUNICIPAL CLERALDO ANDRADE
192;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
245;ASSOCIAÇÃO RURAL NOVA ESPERANÇA
144;PRÉDIO ESCOLAR ANTÔNIO REBOUÇAS
244;PRÉDIO ESCOLAR MUNICIPAL SANTA RITA
208;ESCOLA MUNICIPAL MÁRIO GORDILHO PEDREIRA
234;ESCOLA MUNICIPAL SILVIO V. MELO
198;ESCOLA PE. JULIAN EDWARD JOSEF CLAES
253;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
238;PREDIO MUNICIPAL SÃO ROQUE
168;COLÉGIO POLIVALENTE DE MARAGOGIPE
211;ESCOLA ESTADUAL KLEBER PACHECO
213;ESCOLA ESTADUAL KLEBER PACHECO
155;COLÉGIO PLINIO PEREIRA
169;COLÉGIO POLIVALENTE DE MARAGOGIPE
234;ESCOLA MUNICIPAL SILVIO V. MELO
169;COLÉGIO POLIVALENTE DE MARAGOGIPE
238;PREDIO MUNICIPAL SÃO ROQUE
146;COLÉGIO ESTADUAL GERHARD MEYER SUERDIECK
210;ESCOLA ESTADUAL KLEBER PACHECO
135;PRÉDIO ESCOLAR PROFA. ADJOVITA MARQUES
163;COLÉGIO POLIVALENTE DE MARAGOGIPE
143;PRÉDIO ESCOLAR ANTÔNIO REBOUÇAS
248;FUNDAC - FUNDAÇÃO DE APOIO A CRIANÇA E O ADOLESCENTE
182;ESCOLA ODILARDO U. RODRIGUES
257;PRÉDIO MUNICIPAL CAMARÃO
212;ESCOLA ESTADUAL KLEBER PACHECO
204;PRÉDIO MUNICIPAL DESEMBARGADOR OSCAR DANTAS
159;PRÉDIO ESCOLAR HILDÉRICO PINHEIRO DE OLIVEIRA
148;COLÉGIO ESTADUAL GERHARD MEYER SUERDIECK
